Film,Year,Position,Edition,id_imdb,rate,rate_count,duration,genres,country,budget,gross
BlacKkKlansman,2018,Nominee,91,7349662,7.5,221961.0,135.0,"[' Biography', ' Comedy', ' Crime', ' Drama']",['USA'],15000000.0,93400823.0
Bohemian Rhapsody,2018,Nominee,91,1727824,8.0,448781.0,134.0,"[' Biography', ' Drama', ' Music']","['UK', 'USA']",52000000.0,905234477.0
The Favourite,2018,Nominee,91,5083738,7.5,171605.0,119.0,"[' Biography', ' Comedy', ' Drama', ' History']","['Ireland', 'UK', 'USA']",15000000.0,95918706.0
Roma,2018,Nominee,91,6155172,7.7,139905.0,135.0,[' Drama'],"['Mexico', 'USA']",,1140769.0
A Star Is Born,2018,Nominee,91,1517451,7.6,333071.0,136.0,"[' Drama', ' Music', ' Romance']",['USA'],36000000.0,436188866.0
Vice,2018,Nominee,91,6266538,7.2,121358.0,132.0,"[' Biography', ' Comedy', ' Drama']",['USA'],60000000.0,76073488.0
Parasite,2019,Winner,92,6751668,8.6,545677.0,132.0,"[' Comedy', ' Drama', ' Thriller']",['South Korea'],11400000.0,258818737.0
Ford v Ferrari,2019,Nominee,92,1950186,8.1,288379.0,152.0,"[' Action', ' Biography', ' Drama', ' Sport']",['USA'],97600000.0,225508210.0
The Irishman,2019,Nominee,92,1302006,7.9,322859.0,209.0,"[' Biography', ' Crime', ' Drama']",['USA'],159000000.0,968853.0
Jojo Rabbit,2019,Nominee,92,2584384,7.9,294756.0,108.0,"[' Comedy', ' Drama', ' War']","['New Zealand', 'Czech Republic', 'USA']",14000000.0,90335025.0
Joker,2019,Nominee,92,7286456,8.5,933010.0,122.0,"[' Crime', ' Drama', ' Thriller']","['USA', 'Canada']",55000000.0,1074251311.0
Little Women,2019,Nominee,92,3281548,7.8,141728.0,135.0,"[' Drama', ' Romance']",['USA'],40000000.0,216601214.0
Marriage Story,2019,Nominee,92,7653254,7.9,244940.0,137.0,"[' Comedy', ' Drama', ' Romance']","['UK', 'USA']",18600000.0,333686.0
1917,2019,Nominee,92,8579674,8.3,420872.0,119.0,"[' Drama', ' Thriller', ' War']","['USA', 'UK', 'India', 'Spain', 'Canada', 'China']",95000000.0,384911846.0
Once Upon a Time in Hollywood,2019,Nominee,92,7131622,7.6,547006.0,161.0,"[' Comedy', ' Drama']","['USA', 'UK', 'China']",90000000.0,374343626.0
